Timestamp,Alert Type,Severity,Status,Source IP,Destination IP,Threat Category,Time to Triage (min),Time to Resolve (min)
2026-01-17 01:44:03,Credential Harvesting Site Access,Medium,In Progress,11.47.109.93,10.121.157.142,Credential Harvesting,39,207
2026-01-17 04:51:42,Data Exfiltration Anomaly,Medium,Resolved,10.130.158.147,228.238.198.125,Exfiltration,48,188
2026-01-17 07:46:39,Suspicious Phishing Email,Medium,Resolved,10.58.97.179,10.99.71.88,Phishing,29,127
2026-01-17 08:20:51,C2 Beaconing Detected,High,Resolved,10.149.212.55,10.136.225.48,C2 Beaconing,1,52
2026-01-17 08:57:30,Credential Harvesting Site Access,Medium,Resolved,10.126.10.170,182.82.174.154,Credential Harvesting,38,87
2026-01-17 18:01:05,Unusual PowerShell Execution,High,Open,180.187.167.64,235.46.200.15,Execution,3,110
2026-01-17 19:39:58,Credential Harvesting Site Access,Medium,False Positive,10.250.178.92,10.95.203.98,Credential Harvesting,35,194
2026-01-17 21:08:28,Brute Force Login Attempt,Medium,Open,10.207.12.127,142.82.252.67,Credential Access,26,125
2026-01-17 22:36:27,Ransomware Activity Detected,Medium,In Progress,10.13.51.14,10.183.107.136,Ransomware,42,159
2026-01-17 23:59:14,Brute Force Login Attempt,Low,Resolved,175.71.91.74,10.245.2.9,Credential Access,12,116
2026-01-18 00:05:23,C2 Beaconing Detected,Medium,Resolved,109.93.4.120,10.24.1.49,C2 Beaconing,52,199
2026-01-18 00:24:40,Unusual PowerShell Execution,High,Resolved,112.96.120.236,10.146.111.114,Execution,11,31
2026-01-18 04:01:49,Credential Harvesting Site Access,Medium,In Progress,10.29.179.245,10.140.11.216,Credential Harvesting,32,117
2026-01-18 04:31:30,Malware Download Detected,Medium,In Progress,10.233.192.15,162.199.35.213,Malware,45,156
2026-01-18 07:52:25,Unusual PowerShell Execution,Low,In Progress,100.159.125.137,10.114.4.115,Execution,24,121
2026-01-18 08:26:48,Unusual PowerShell Execution,High,False Positive,10.247.175.105,10.157.1.162,Execution,2,49
2026-01-18 12:21:15,Brute Force Login Attempt,High,False Positive,10.172.206.124,136.173.179.137,Credential Access,19,66
2026-01-18 15:49:14,Data Exfiltration Anomaly,Low,False Positive,130.196.28.85,10.175.114.155,Exfiltration,15,103
2026-01-18 17:02:22,Malware Download Detected,High,Resolved,10.56.128.160,158.35.131.209,Malware,1,91
2026-01-18 18:31:28,Suspicious Phishing Email,High,Resolved,10.72.96.37,10.214.35.111,Phishing,21,98
2026-01-19 04:05:37,Data Exfiltration Anomaly,Low,False Positive,10.228.91.156,8.222.201.34,Exfiltration,33,171
2026-01-19 05:00:28,Credential Harvesting Site Access,Medium,False Positive,10.201.41.186,10.97.147.138,Credential Harvesting,40,185
2026-01-19 18:53:03,Brute Force Login Attempt,Medium,In Progress,10.230.187.17,10.156.129.127,Credential Access,41,185
2026-01-20 03:40:35,Brute Force Login Attempt,Medium,In Progress,10.78.68.242,167.207.112.93,Credential Access,30,166
2026-01-20 07:57:33,Ransomware Activity Detected,Medium,False Positive,10.237.174.10,10.63.108.67,Ransomware,38,166
2026-01-20 08:00:22,Brute Force Login Attempt,Low,In Progress,10.23.169.83,10.243.69.18,Credential Access,26,127
2026-01-20 08:07:21,Unusual PowerShell Execution,High,False Positive,10.48.27.144,10.106.185.149,Execution,15,171
2026-01-20 10:26:57,Data Exfiltration Anomaly,Medium,Resolved,10.37.234.38,10.227.229.157,Exfiltration,17,34
2026-01-20 10:45:25,Malware Download Detected,High,Resolved,10.35.33.202,140.178.26.163,Malware,10,43
2026-01-20 12:01:04,Data Exfiltration Anomaly,Medium,In Progress,10.90.243.69,247.254.96.80,Exfiltration,25,183
2026-01-20 12:42:57,Credential Harvesting Site Access,Medium,False Positive,102.36.91.251,166.94.104.143,Credential Harvesting,52,156
2026-01-20 17:19:16,Data Exfiltration Anomaly,Medium,False Positive,10.211.238.167,10.113.74.214,Exfiltration,30,123
2026-01-20 22:58:02,Credential Harvesting Site Access,High,False Positive,104.198.144.179,184.215.125.48,Credential Harvesting,17,88
2026-01-21 03:49:38,Credential Harvesting Site Access,Medium,Resolved,10.237.59.195,10.61.101.79,Credential Harvesting,19,159
2026-01-21 08:30:58,Credential Harvesting Site Access,High,Open,10.149.41.93,17.180.97.234,Credential Harvesting,25,75
2026-01-21 10:58:32,Unusual PowerShell Execution,High,Open,10.210.97.97,10.22.23.3,Execution,3,66
2026-01-21 13:44:23,Suspicious Phishing Email,Critical,False Positive,32.77.185.219,10.40.31.235,Phishing,28,164
2026-01-21 14:16:30,Unusual PowerShell Execution,Medium,False Positive,10.132.70.196,10.141.115.19,Execution,33,137
2026-01-21 16:44:02,Suspicious Phishing Email,Low,Open,108.152.253.156,52.160.220.213,Phishing,25,130
2026-01-21 17:57:37,Unusual PowerShell Execution,High,Resolved,10.86.225.202,72.166.57.209,Execution,4,71
2026-01-21 19:23:54,Suspicious Phishing Email,Medium,False Positive,165.186.176.81,10.105.216.164,Phishing,48,186
2026-01-21 22:30:43,Data Exfiltration Anomaly,Medium,Open,140.126.111.67,155.223.144.243,Exfiltration,31,147
2026-01-21 23:05:00,Malware Download Detected,Medium,Open,24.220.206.183,10.118.71.253,Malware,32,141
2026-01-22 03:29:00,Data Exfiltration Anomaly,High,In Progress,60.104.65.215,83.19.80.225,Exfiltration,12,79
2026-01-22 03:53:39,Credential Harvesting Site Access,Medium,False Positive,10.131.50.95,42.244.58.184,Credential Harvesting,23,109
2026-01-22 05:39:13,Unusual PowerShell Execution,Low,In Progress,10.191.20.41,10.247.102.136,Execution,35,162
2026-01-22 13:18:00,Brute Force Login Attempt,Critical,False Positive,10.113.43.18,10.200.66.188,Credential Access,18,86
2026-01-22 22:17:07,Suspicious Phishing Email,Medium,False Positive,10.41.70.158,219.180.64.34,Phishing,22,147
2026-01-22 23:18:24,Malware Download Detected,High,Resolved,49.204.103.57,10.206.211.97,Malware,4,109
2026-01-23 01:14:51,Unusual PowerShell Execution,Medium,Resolved,113.29.193.222,10.211.12.96,Execution,39,140
2026-01-23 01:56:44,Brute Force Login Attempt,High,In Progress,10.78.53.35,10.159.240.162,Credential Access,23,98
2026-01-23 02:20:09,Data Exfiltration Anomaly,Medium,False Positive,10.98.225.232,10.142.165.15,Exfiltration,19,184
2026-01-23 07:23:41,Brute Force Login Attempt,Medium,Open,10.243.116.198,10.38.16.242,Credential Access,47,125
2026-01-23 07:58:56,Credential Harvesting Site Access,Low,False Positive,10.125.208.83,10.172.213.57,Credential Harvesting,28,167
2026-01-23 13:02:17,Unusual PowerShell Execution,High,In Progress,10.130.9.81,10.4.207.189,Execution,1,61
2026-01-23 13:47:39,Unusual PowerShell Execution,Medium,Open,21.117.17.174,10.209.58.36,Execution,23,153
2026-01-23 14:54:56,Brute Force Login Attempt,Low,Resolved,10.153.193.61,10.204.178.91,Credential Access,21,170
2026-01-23 14:55:34,C2 Beaconing Detected,Low,In Progress,10.75.140.56,152.146.64.173,C2 Beaconing,14,105
2026-01-23 17:18:10,Brute Force Login Attempt,Low,False Positive,10.105.222.74,10.184.245.240,Credential Access,30,173
2026-01-23 18:24:34,Data Exfiltration Anomaly,High,Resolved,10.163.176.248,20.160.188.204,Exfiltration,1,78
