Timestamp,Alert Type,Severity,Status,Source IP,Destination IP,Threat Category,Time to Triage (min),Time to Resolve (min)
2026-02-24 12:04:57,Unusual PowerShell Execution,High,False Positive,10.219.91.173,102.63.28.152,Execution,18,90
2026-02-24 13:52:39,Credential Harvesting Site Access,Critical,Resolved,12.54.173.79,10.83.161.140,Credential Harvesting,16,51
2026-02-24 15:52:12,Data Exfiltration Anomaly,Medium,Open,18.193.54.225,10.135.200.89,Exfiltration,43,165
2026-02-24 16:16:40,Malware Download Detected,High,Resolved,10.124.142.79,246.19.189.161,Malware,6,11
2026-02-24 16:23:54,Suspicious Phishing Email,High,Resolved,173.110.204.88,247.128.239.48,Phishing,21,116
2026-02-24 23:12:24,Malware Download Detected,Medium,Resolved,201.206.68.190,10.24.201.25,Malware,23,176
2026-02-25 00:30:38,Data Exfiltration Anomaly,High,Resolved,10.178.1.26,10.239.209.110,Exfiltration,3,53
2026-02-25 05:06:09,Credential Harvesting Site Access,Low,False Positive,10.98.177.227,51.98.212.119,Credential Harvesting,42,206
2026-02-25 06:06:40,Credential Harvesting Site Access,Low,False Positive,10.0.53.53,10.107.157.16,Credential Harvesting,20,81
2026-02-25 09:45:11,Ransomware Activity Detected,High,Resolved,39.155.99.125,10.235.181.151,Ransomware,25,67
2026-02-25 12:19:12,Malware Download Detected,High,Resolved,10.251.93.146,10.184.190.145,Malware,15,84
2026-02-25 13:29:02,Credential Harvesting Site Access,Medium,In Progress,10.85.42.178,10.92.45.225,Credential Harvesting,37,183
2026-02-25 16:50:50,Suspicious Phishing Email,Medium,In Progress,10.97.93.162,10.102.58.177,Phishing,20,144
2026-02-25 22:13:11,C2 Beaconing Detected,Medium,Resolved,10.211.193.6,10.178.85.104,C2 Beaconing,31,124
2026-02-25 22:26:03,Ransomware Activity Detected,Low,Resolved,10.164.46.55,10.73.89.110,Ransomware,32,218
2026-02-25 22:43:08,C2 Beaconing Detected,High,Resolved,24.105.199.86,10.153.205.37,C2 Beaconing,16,58
2026-02-26 03:56:34,Malware Download Detected,High,Open,10.26.75.57,10.87.77.91,Malware,8,54
2026-02-26 06:15:30,Suspicious Phishing Email,Low,False Positive,10.165.123.140,160.145.81.225,Phishing,17,145
2026-02-26 06:30:17,Credential Harvesting Site Access,High,Open,10.67.72.104,10.151.24.183,Credential Harvesting,11,101
2026-02-26 08:13:39,Data Exfiltration Anomaly,High,False Positive,18.59.49.208,10.99.155.62,Exfiltration,28,102
2026-02-26 09:17:37,Unusual PowerShell Execution,High,Resolved,10.68.91.237,100.244.52.215,Execution,1,73
2026-02-26 09:50:50,Data Exfiltration Anomaly,Medium,Open,10.185.35.240,66.123.191.252,Exfiltration,36,157
2026-02-26 14:49:57,Credential Harvesting Site Access,Low,False Positive,10.228.22.78,116.20.35.182,Credential Harvesting,35,168
2026-02-26 17:13:56,C2 Beaconing Detected,Critical,Open,10.80.155.5,10.41.4.94,C2 Beaconing,14,63
2026-02-26 19:25:48,Data Exfiltration Anomaly,Low,Open,10.90.186.71,44.116.88.1,Exfiltration,19,128
2026-02-27 01:08:28,Data Exfiltration Anomaly,Critical,In Progress,10.217.63.5,116.243.49.4,Exfiltration,36,128
2026-02-27 01:10:09,Ransomware Activity Detected,Medium,Open,143.16.211.63,10.106.243.130,Ransomware,34,140
2026-02-27 04:01:45,Brute Force Login Attempt,Low,False Positive,10.230.168.137,10.68.239.2,Credential Access,43,175
2026-02-27 06:53:03,Suspicious Phishing Email,High,Open,10.18.196.157,10.241.183.155,Phishing,20,43
2026-02-27 19:30:16,Data Exfiltration Anomaly,Low,False Positive,10.226.152.251,184.34.86.137,Exfiltration,15,57
2026-02-27 22:18:23,Ransomware Activity Detected,Medium,In Progress,10.43.149.191,10.176.13.82,Ransomware,30,152
2026-02-28 06:10:44,C2 Beaconing Detected,Low,In Progress,10.163.160.189,184.166.4.3,C2 Beaconing,44,132
2026-02-28 14:45:17,Data Exfiltration Anomaly,Low,Open,10.46.194.101,10.10.159.37,Exfiltration,42,130
2026-02-28 15:54:49,Unusual PowerShell Execution,Medium,Resolved,10.71.38.218,10.117.193.89,Execution,18,140
2026-02-28 18:04:33,Credential Harvesting Site Access,Medium,In Progress,10.21.23.107,7.67.124.60,Credential Harvesting,36,192
2026-02-28 19:05:39,Brute Force Login Attempt,Low,Open,10.89.93.39,72.220.30.39,Credential Access,21,177
2026-02-28 21:24:03,Brute Force Login Attempt,Critical,Open,10.224.23.22,10.15.199.135,Credential Access,11,115
